state_ut,year,crime,boys_7_12_years,girls_7_12_years,boys_12_16_years,girls_12_16_years,boys_16_18_years,girls_16_18_years,total_for_boys_all_age_groups,total_for_girls_all_age_groups,grand_total
Uttarakhand,2008,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Uttarakhand,2008,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
Uttarakhand,2008,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Uttarakhand,2008,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
Uttarakhand,2008,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Uttarakhand,2008,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Uttarakhand,2008,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,0,0,0,0,0
Uttarakhand,2008,POA - Against SCs,0,0,0,0,0,0,0,0,0
Uttarakhand,2008,POA - Against STs,0,0,0,0,0,0,0,0,0
Uttarakhand,2008,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Uttarakhand,2008,Other SLL Crimes,0,0,13,0,16,0,29,0,29
Uttarakhand,2008,Total SLL Crimes,0,0,16,0,19,0,35,0,35
Uttarakhand,2009,"Arms Act, 1959",0,0,0,0,1,0,1,0,1
Uttarakhand,2009,Narcotic Drugs and Psychotropic Substanc,0,0,1,0,1,0,2,0,2
Uttarakhand,2009,Gambling Act,0,0,0,0,0,0,0,0,0
Uttarakhand,2009,Excise Act,1,0,1,0,0,0,2,0,2
Uttarakhand,2009,Prohibition Act,0,0,0,0,0,0,0,0,0
Uttarakhand,2009,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
Uttarakhand,2009,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
Uttarakhand,2009,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Uttarakhand,2009,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Uttarakhand,2009,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Uttarakhand,2009,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Uttarakhand,2009,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Uttarakhand,2009,Indian Passport Act,0,0,0,0,0,0,0,0,0
Uttarakhand,2009,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
Uttarakhand,2009,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Uttarakhand,2009,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Uttarakhand,2009,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
Uttarakhand,2009,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Uttarakhand,2009,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
Uttarakhand,2009,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Uttarakhand,2009,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Uttarakhand,2009,"SC/ST (Prevention of Attrocities) Act, 1",0,0,1,0,0,0,1,0,1
Uttarakhand,2009,POA - Against SCs,0,0,1,0,0,0,1,0,1
Uttarakhand,2009,POA - Against STs,0,0,0,0,0,0,0,0,0
Uttarakhand,2009,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Uttarakhand,2009,Other SLL Crimes,7,0,31,0,30,0,68,0,68
Uttarakhand,2009,Total SLL Crimes,8,0,34,0,32,0,74,0,74
Uttarakhand,2010,"Arms Act, 1959",0,0,0,0,0,0,0,0,0
Uttarakhand,2010,Narcotic Drugs and Psychotropic Substanc,0,0,0,0,0,0,0,0,0
Uttarakhand,2010,Gambling Act,0,0,0,0,0,0,0,0,0
Uttarakhand,2010,Excise Act,0,0,0,0,0,0,0,0,0
Uttarakhand,2010,Prohibition Act,0,0,0,0,0,0,0,0,0
Uttarakhand,2010,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
Uttarakhand,2010,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
Uttarakhand,2010,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
Uttarakhand,2010,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0
Uttarakhand,2010,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
Uttarakhand,2010,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
Uttarakhand,2010,PCR Act - against STs,0,0,0,0,0,0,0,0,0
Uttarakhand,2010,Indian Passport Act,0,0,0,0,0,0,0,0,0
Uttarakhand,2010,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
Uttarakhand,2010,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
Uttarakhand,2010,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
Uttarakhand,2010,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
Uttarakhand,2010,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
Uttarakhand,2010,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
Uttarakhand,2010,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
Uttarakhand,2010,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
Uttarakhand,2010,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,0,0,0,0,0
Uttarakhand,2010,POA - Against SCs,0,0,0,0,0,0,0,0,0
Uttarakhand,2010,POA - Against STs,0,0,0,0,0,0,0,0,0
Uttarakhand,2010,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
Uttarakhand,2010,Other SLL Crimes,0,0,6,0,0,0,6,0,6
Uttarakhand,2010,Total SLL Crimes,0,0,6,0,0,0,6,0,6
West Bengal,2001,"Arms Act, 1959",0,0,0,0,0,0,0,0,0
West Bengal,2001,Narcotic Drugs and Psychotropic Substanc,0,0,1,0,0,0,1,0,1
West Bengal,2001,Gambling Act,0,0,0,0,0,0,0,0,0
West Bengal,2001,Excise Act,0,0,0,0,0,0,0,0,0
West Bengal,2001,Prohibition Act,0,0,0,0,0,0,0,0,0
West Bengal,2001,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
West Bengal,2001,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
West Bengal,2001,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
West Bengal,2001,"Registration of Foreigners Act, 1930",0,0,1,0,0,0,1,0,1
West Bengal,2001,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
West Bengal,2001,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
West Bengal,2001,PCR Act - against STs,0,0,0,0,0,0,0,0,0
West Bengal,2001,Indian Passport Act,0,0,0,0,0,0,0,0,0
West Bengal,2001,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
West Bengal,2001,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
West Bengal,2001,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
West Bengal,2001,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
West Bengal,2001,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
West Bengal,2001,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
West Bengal,2001,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
West Bengal,2001,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
West Bengal,2001,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,0,0,0,0,0
West Bengal,2001,POA - Against SCs,0,0,0,0,0,0,0,0,0
West Bengal,2001,POA - Against STs,0,0,0,0,0,0,0,0,0
West Bengal,2001,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
West Bengal,2001,Other SLL Crimes,0,0,0,0,0,0,0,0,0
West Bengal,2001,Total SLL Crimes,0,0,2,0,0,0,2,0,2
West Bengal,2002,"Arms Act, 1959",0,0,0,0,0,0,0,0,0
West Bengal,2002,Narcotic Drugs and Psychotropic Substanc,0,0,0,0,0,0,0,0,0
West Bengal,2002,Gambling Act,0,0,0,0,0,0,0,0,0
West Bengal,2002,Excise Act,0,0,0,0,0,0,0,0,0
West Bengal,2002,Prohibition Act,0,0,0,0,0,0,0,0,0
West Bengal,2002,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
West Bengal,2002,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
West Bengal,2002,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
West Bengal,2002,"Registration of Foreigners Act, 1930",0,0,1,0,0,0,1,0,1
West Bengal,2002,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
West Bengal,2002,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
West Bengal,2002,PCR Act - against STs,0,0,0,0,0,0,0,0,0
West Bengal,2002,Indian Passport Act,0,0,0,0,0,0,0,0,0
West Bengal,2002,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
West Bengal,2002,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
West Bengal,2002,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
West Bengal,2002,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
West Bengal,2002,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
West Bengal,2002,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
West Bengal,2002,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
West Bengal,2002,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
West Bengal,2002,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,0,0,0,0,0
West Bengal,2002,POA - Against SCs,0,0,0,0,0,0,0,0,0
West Bengal,2002,POA - Against STs,0,0,0,0,0,0,0,0,0
West Bengal,2002,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
West Bengal,2002,Other SLL Crimes,0,0,2,0,0,0,2,0,2
West Bengal,2002,Total SLL Crimes,0,0,3,0,0,0,3,0,3
West Bengal,2003,"Arms Act, 1959",0,0,1,0,4,0,5,0,5
West Bengal,2003,Narcotic Drugs and Psychotropic Substanc,0,0,0,0,0,0,0,0,0
West Bengal,2003,Gambling Act,0,0,0,0,0,0,0,0,0
West Bengal,2003,Excise Act,0,0,0,0,0,0,0,0,0
West Bengal,2003,Prohibition Act,0,0,0,0,0,0,0,0,0
West Bengal,2003,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
West Bengal,2003,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
West Bengal,2003,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
West Bengal,2003,"Registration of Foreigners Act, 1930",1,0,2,0,27,6,30,6,36
West Bengal,2003,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
West Bengal,2003,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
West Bengal,2003,PCR Act - against STs,0,0,0,0,0,0,0,0,0
West Bengal,2003,Indian Passport Act,0,0,0,0,0,0,0,0,0
West Bengal,2003,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
West Bengal,2003,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
West Bengal,2003,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
West Bengal,2003,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
West Bengal,2003,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
West Bengal,2003,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
West Bengal,2003,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
West Bengal,2003,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
West Bengal,2003,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,0,0,0,0,0
West Bengal,2003,POA - Against SCs,0,0,0,0,0,0,0,0,0
West Bengal,2003,POA - Against STs,0,0,0,0,0,0,0,0,0
West Bengal,2003,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
West Bengal,2003,Other SLL Crimes,0,0,0,0,26,16,26,16,42
West Bengal,2003,Total SLL Crimes,1,0,3,0,57,22,61,22,83
West Bengal,2004,"Arms Act, 1959",0,0,0,0,0,0,0,0,0
West Bengal,2004,Narcotic Drugs and Psychotropic Substanc,0,0,0,0,0,0,0,0,0
West Bengal,2004,Gambling Act,0,0,0,0,0,0,0,0,0
West Bengal,2004,Excise Act,0,0,0,0,0,0,0,0,0
West Bengal,2004,Prohibition Act,0,0,0,0,0,0,0,0,0
West Bengal,2004,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
West Bengal,2004,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
West Bengal,2004,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
West Bengal,2004,"Registration of Foreigners Act, 1930",2,1,2,0,0,0,4,1,5
West Bengal,2004,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
West Bengal,2004,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
West Bengal,2004,PCR Act - against STs,0,0,0,0,0,0,0,0,0
West Bengal,2004,Indian Passport Act,0,0,0,0,0,0,0,0,0
West Bengal,2004,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
West Bengal,2004,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
West Bengal,2004,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
West Bengal,2004,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
West Bengal,2004,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
West Bengal,2004,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
West Bengal,2004,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
West Bengal,2004,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
West Bengal,2004,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,0,0,0,0,0
West Bengal,2004,POA - Against SCs,0,0,0,0,0,0,0,0,0
West Bengal,2004,POA - Against STs,0,0,0,0,0,0,0,0,0
West Bengal,2004,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
West Bengal,2004,Other SLL Crimes,0,0,0,0,0,0,0,0,0
West Bengal,2004,Total SLL Crimes,2,1,2,0,0,0,4,1,5
West Bengal,2005,"Arms Act, 1959",0,0,0,0,3,0,3,0,3
West Bengal,2005,Narcotic Drugs and Psychotropic Substanc,2,0,0,0,1,0,3,0,3
West Bengal,2005,Gambling Act,0,0,0,0,0,0,0,0,0
West Bengal,2005,Excise Act,0,0,0,0,3,0,3,0,3
West Bengal,2005,Prohibition Act,0,0,0,0,0,0,0,0,0
West Bengal,2005,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
West Bengal,2005,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
West Bengal,2005,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
West Bengal,2005,"Registration of Foreigners Act, 1930",4,4,8,5,6,1,18,10,28
West Bengal,2005,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
West Bengal,2005,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
West Bengal,2005,PCR Act - against STs,0,0,0,0,0,0,0,0,0
West Bengal,2005,Indian Passport Act,0,0,0,0,0,0,0,0,0
West Bengal,2005,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
West Bengal,2005,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
West Bengal,2005,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
West Bengal,2005,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
West Bengal,2005,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
West Bengal,2005,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
West Bengal,2005,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
West Bengal,2005,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
West Bengal,2005,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,0,0,0,0,0
West Bengal,2005,POA - Against SCs,0,0,0,0,0,0,0,0,0
West Bengal,2005,POA - Against STs,0,0,0,0,0,0,0,0,0
West Bengal,2005,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
West Bengal,2005,Other SLL Crimes,0,0,0,0,2,0,2,0,2
West Bengal,2005,Total SLL Crimes,6,4,8,5,15,1,29,10,39
West Bengal,2006,"Arms Act, 1959",0,0,0,0,0,0,0,0,0
West Bengal,2006,Narcotic Drugs and Psychotropic Substanc,0,0,1,0,0,0,1,0,1
West Bengal,2006,Gambling Act,0,0,0,0,0,0,0,0,0
West Bengal,2006,Excise Act,0,0,0,0,0,0,0,0,0
West Bengal,2006,Prohibition Act,0,0,0,0,0,0,0,0,0
West Bengal,2006,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
West Bengal,2006,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
West Bengal,2006,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
West Bengal,2006,"Registration of Foreigners Act, 1930",1,0,0,2,2,0,3,2,5
West Bengal,2006,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
West Bengal,2006,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
West Bengal,2006,PCR Act - against STs,0,0,0,0,0,0,0,0,0
West Bengal,2006,Indian Passport Act,0,0,0,0,1,0,1,0,1
West Bengal,2006,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
West Bengal,2006,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
West Bengal,2006,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
West Bengal,2006,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
West Bengal,2006,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
West Bengal,2006,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
West Bengal,2006,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
West Bengal,2006,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
West Bengal,2006,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,0,0,0,0,0
West Bengal,2006,POA - Against SCs,0,0,0,0,0,0,0,0,0
West Bengal,2006,POA - Against STs,0,0,0,0,0,0,0,0,0
West Bengal,2006,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
West Bengal,2006,Other SLL Crimes,0,0,5,0,0,0,5,0,5
West Bengal,2006,Total SLL Crimes,1,0,6,2,3,0,10,2,12
West Bengal,2007,"Arms Act, 1959",0,0,0,0,1,0,1,0,1
West Bengal,2007,Narcotic Drugs and Psychotropic Substanc,0,0,0,0,2,0,2,0,2
West Bengal,2007,Gambling Act,0,0,0,0,0,0,0,0,0
West Bengal,2007,Excise Act,0,0,0,0,0,0,0,0,0
West Bengal,2007,Prohibition Act,0,0,0,0,0,0,0,0,0
West Bengal,2007,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
West Bengal,2007,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
West Bengal,2007,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
West Bengal,2007,"Registration of Foreigners Act, 1930",5,1,17,1,2,3,24,5,29
West Bengal,2007,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
West Bengal,2007,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
West Bengal,2007,PCR Act - against STs,0,0,0,0,0,0,0,0,0
West Bengal,2007,Indian Passport Act,0,0,0,0,10,0,10,0,10
West Bengal,2007,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
West Bengal,2007,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
West Bengal,2007,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
West Bengal,2007,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
West Bengal,2007,"Prohibition of Child Marriage Act, 2006",0,0,0,0,1,0,1,0,1
West Bengal,2007,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
West Bengal,2007,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
West Bengal,2007,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
West Bengal,2007,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,0,0,0,0,0
West Bengal,2007,POA - Against SCs,0,0,0,0,0,0,0,0,0
West Bengal,2007,POA - Against STs,0,0,0,0,0,0,0,0,0
West Bengal,2007,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
West Bengal,2007,Other SLL Crimes,0,0,1,0,1,0,2,0,2
West Bengal,2007,Total SLL Crimes,5,1,18,1,17,3,40,5,45
West Bengal,2008,"Arms Act, 1959",1,0,0,0,2,0,3,0,3
West Bengal,2008,Narcotic Drugs and Psychotropic Substanc,0,0,0,0,7,0,7,0,7
West Bengal,2008,Gambling Act,0,0,0,0,4,0,4,0,4
West Bengal,2008,Excise Act,0,0,0,0,0,0,0,0,0
West Bengal,2008,Prohibition Act,0,0,0,0,0,0,0,0,0
West Bengal,2008,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
West Bengal,2008,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
West Bengal,2008,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
West Bengal,2008,"Registration of Foreigners Act, 1930",1,0,19,1,2,1,22,2,24
West Bengal,2008,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
West Bengal,2008,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
West Bengal,2008,PCR Act - against STs,0,0,0,0,0,0,0,0,0
West Bengal,2008,Indian Passport Act,0,0,0,0,2,0,2,0,2
West Bengal,2008,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
West Bengal,2008,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
West Bengal,2008,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
West Bengal,2008,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
West Bengal,2008,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
West Bengal,2008,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
West Bengal,2008,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
West Bengal,2008,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
West Bengal,2008,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,0,0,0,0,0
West Bengal,2008,POA - Against SCs,0,0,0,0,0,0,0,0,0
West Bengal,2008,POA - Against STs,0,0,0,0,0,0,0,0,0
West Bengal,2008,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
West Bengal,2008,Other SLL Crimes,2,0,3,0,2,0,7,0,7
West Bengal,2008,Total SLL Crimes,4,0,22,1,19,1,45,2,47
West Bengal,2009,"Arms Act, 1959",0,0,0,0,2,0,2,0,2
West Bengal,2009,Narcotic Drugs and Psychotropic Substanc,0,0,0,0,4,0,4,0,4
West Bengal,2009,Gambling Act,0,0,0,0,2,0,2,0,2
West Bengal,2009,Excise Act,0,0,0,0,0,0,0,0,0
West Bengal,2009,Prohibition Act,0,0,0,0,0,0,0,0,0
West Bengal,2009,Explosives Substances Act 1908,0,0,0,0,0,0,0,0,0
West Bengal,2009,"Immoral Traffic (P) Act, 1956",0,0,0,0,0,0,0,0,0
West Bengal,2009,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
West Bengal,2009,"Registration of Foreigners Act, 1930",2,3,5,0,11,0,18,3,21
West Bengal,2009,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
West Bengal,2009,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
West Bengal,2009,PCR Act - against STs,0,0,0,0,0,0,0,0,0
West Bengal,2009,Indian Passport Act,0,0,0,0,0,0,0,0,0
West Bengal,2009,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
West Bengal,2009,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
West Bengal,2009,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
West Bengal,2009,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
West Bengal,2009,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
West Bengal,2009,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
West Bengal,2009,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
West Bengal,2009,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
West Bengal,2009,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,0,0,0,0,0
West Bengal,2009,POA - Against SCs,0,0,0,0,0,0,0,0,0
West Bengal,2009,POA - Against STs,0,0,0,0,0,0,0,0,0
West Bengal,2009,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
West Bengal,2009,Other SLL Crimes,0,0,1,0,5,0,6,0,6
West Bengal,2009,Total SLL Crimes,2,3,6,0,24,0,32,3,35
West Bengal,2010,"Arms Act, 1959",0,0,0,0,5,0,5,0,5
West Bengal,2010,Narcotic Drugs and Psychotropic Substanc,0,0,0,0,0,0,0,0,0
West Bengal,2010,Gambling Act,0,0,0,0,0,0,0,0,0
West Bengal,2010,Excise Act,0,0,0,0,0,0,0,0,0
West Bengal,2010,Prohibition Act,0,0,0,0,0,0,0,0,0
West Bengal,2010,Explosives Substances Act 1908,0,0,0,0,1,0,1,0,1
West Bengal,2010,"Immoral Traffic (P) Act, 1956",0,0,0,0,1,0,1,0,1
West Bengal,2010,"Indial Railways Act, 1989",0,0,0,0,0,0,0,0,0
West Bengal,2010,"Registration of Foreigners Act, 1930",7,6,13,3,14,3,34,12,46
West Bengal,2010,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0
West Bengal,2010,PCR Act - against SCs,0,0,0,0,0,0,0,0,0
West Bengal,2010,PCR Act - against STs,0,0,0,0,0,0,0,0,0
West Bengal,2010,Indian Passport Act,0,0,2,0,0,0,2,0,2
West Bengal,2010,"Essential Commodities Act, 1955",0,0,0,0,0,0,0,0,0
West Bengal,2010,"Terrorist and Disruptive Activities Act,",0,0,0,0,0,0,0,0,0
West Bengal,2010,"Antiquity & Art Treasures Act, 1972",0,0,0,0,0,0,0,0,0
West Bengal,2010,"Dowry Prohibition Act, 1961",0,0,0,0,0,0,0,0,0
West Bengal,2010,"Prohibition of Child Marriage Act, 2006",0,0,0,0,0,0,0,0,0
West Bengal,2010,Indecent representation of Women (P) Act,0,0,0,0,0,0,0,0,0
West Bengal,2010,"Copyright Act, 1957",0,0,0,0,0,0,0,0,0
West Bengal,2010,"Commission of Sati (P) Act, 1987",0,0,0,0,0,0,0,0,0
West Bengal,2010,"SC/ST (Prevention of Attrocities) Act, 1",0,0,0,0,0,0,0,0,0
West Bengal,2010,POA - Against SCs,0,0,0,0,0,0,0,0,0
West Bengal,2010,POA - Against STs,0,0,0,0,0,0,0,0,0
West Bengal,2010,"Forest Act, 1927",0,0,0,0,0,0,0,0,0
West Bengal,2010,Other SLL Crimes,0,0,3,0,2,0,5,0,5
West Bengal,2010,Total SLL Crimes,7,6,18,3,23,3,48,12,60
A&N Islands,2001,"Arms Act, 1959",0,0,0,0,0,0,0,0,0
